Name,Link,Family,Thickness(%),x-Location_of_Max_Thk(%),Camber(%),Data_Sources,Cl_Max,Cl/Cd_Max,Cd@Cl=0.1,Cd@Cl=0.4,Cd@Cl=0.6
AV-1.7-8,"<a href=""http://www.bigfoil.com/index.php?airfoil=d3aa2c1b-0860-416c-9c57-f0ffdfd5f1a8"" target=""_blank"">AV-1.7-8</a>",Uncategorized,7.9,24.7,1.7,JF XF,1.03,93,0.005,0.006,0.007
AVISTAR,"<a href=""http://www.bigfoil.com/index.php?airfoil=cfb0c544-f96c-436d-9c6f-e4261e6b5ceb"" target=""_blank"">AVISTAR</a>",Uncategorized,14.5,33.8,2.3,JF WT XF,1.42,69,0.011,0.010,0.012
AVX-NITRO,"<a href=""http://www.bigfoil.com/index.php?airfoil=4509c588-7125-41c2-9e1e-5bbeee96d535"" target=""_blank"">avx-nitro</a>",Uncategorized,7.4,23.1,2.6,JF XF,1.26,114,0.007,0.007,0.007
AVX-PLANEUR,"<a href=""http://www.bigfoil.com/index.php?airfoil=5e607d51-307b-4217-bf5e-36c32e5e3435"" target=""_blank"">avx-planeur</a>",Uncategorized,7.9,26.5,2.7,JF XF,1.21,111,0.008,0.007,0.007
AZ2002MID,"<a href=""http://www.bigfoil.com/index.php?airfoil=5ef20893-0add-49cc-ab3b-c7ceb013e6a5"" target=""_blank"">AZ2002mid</a>",Zutter,9.0,24.8,1.6,JF XF,1.04,50,0.016,0.015,0.016
AZ2002ROOT,"<a href=""http://www.bigfoil.com/index.php?airfoil=ca7d12de-9e93-40fb-84ec-7a547c768698"" target=""_blank"">AZ2002root</a>",Zutter,9.0,24.8,1.6,JF XF,0.99,48,0.016,0.015,0.016
AZ2002TIP,"<a href=""http://www.bigfoil.com/index.php?airfoil=9aa3528a-520e-4a74-a730-fa1f597dab4d"" target=""_blank"">AZ2002tip</a>",Zutter,9.0,23.1,1.6,JF XF,1.15,36,0.025,0.024,0.025
AZ2003MID,"<a href=""http://www.bigfoil.com/index.php?airfoil=1812b00d-c60c-4294-88d4-48354d44a0e0"" target=""_blank"">AZ2003mid</a>",Zutter,8.5,24.7,1.5,JF XF,0.99,83,0.008,0.007,0.008
AZ2003ROOT,"<a href=""http://www.bigfoil.com/index.php?airfoil=fc97e96b-c88f-4db0-abeb-e465747ff977"" target=""_blank"">AZ2003root</a>",Zutter,8.5,24.7,1.7,JF XF,0.98,98,0.006,0.005,0.006
AZ2003TIP,"<a href=""http://www.bigfoil.com/index.php?airfoil=13434651-0d73-46b6-b720-8cc49d1fdc85"" target=""_blank"">AZ2003tip</a>",Zutter,8.0,21.4,1.3,JF XF,0.99,85,0.007,0.007,0.008
AZ2004_9,"<a href=""http://www.bigfoil.com/index.php?airfoil=a22d831b-3434-42e1-9bbf-986773f25ccc"" target=""_blank"">AZ2004_9</a>",Zutter,9.0,24.7,1.4,JF XF,0.98,105,0.005,0.005,0.006
AZ2005MID,"<a href=""http://www.bigfoil.com/index.php?airfoil=93d3d4df-c4e5-4f10-a0b1-acbb77eb47be"" target=""_blank"">AZ2005mid</a>",Zutter,8.5,24.7,1.4,JF XF,0.95,102,0.005,0.005,0.097
AZ2005ROOT,"<a href=""http://www.bigfoil.com/index.php?airfoil=94d0c06a-f3f4-4c93-91c9-dbde15637bc2"" target=""_blank"">AZ2005root</a>",Zutter,8.0,24.7,1.7,JF XF,0.91,101,0.004,0.005,0.083
AZ2005TIP,"<a href=""http://www.bigfoil.com/index.php?airfoil=a47b5aa0-d6fd-453a-9569-5a53b5335970"" target=""_blank"">AZ2005tip</a>",Zutter,8.8,24.7,1.3,JF XF,0.96,103,0.005,0.005,0.006
AZ2007_8_1.2_TIP,"<a href=""http://www.bigfoil.com/index.php?airfoil=f9d3179d-43e7-4937-9004-38ad652fe472"" target=""_blank"">AZ2007_8_1.2_tip</a>",Zutter,8.0,26.5,1.2,JF XF,0.98,88,0.006,0.006,0.007
AZ2007_8_1.3_MID,"<a href=""http://www.bigfoil.com/index.php?airfoil=df542895-9e27-4763-b6f1-739d9a188b00"" target=""_blank"">AZ2007_8_1.3_mid</a>",Zutter,8.0,26.5,1.3,JF XF,0.98,89,0.006,0.006,0.007
AZ2007_8_1.4_ROOT,"<a href=""http://www.bigfoil.com/index.php?airfoil=a7b22203-e04d-4410-bf7f-fad5f10b841b"" target=""_blank"">AZ2007_8_1.4_root</a>",Zutter,8.0,26.5,1.4,JF XF,0.99,91,0.006,0.006,0.007
AZCOMBAT1,"<a href=""http://www.bigfoil.com/index.php?airfoil=4a6ecdd3-2930-42b6-a1ef-97dd8b4be333"" target=""_blank"">AZcombat1</a>",Zutter,10.0,26.5,1.8,JF XF,1.05,109,0.002,0.005,0.006
B-29 ROOT,"<a href=""http://www.bigfoil.com/index.php?airfoil=17434b9e-59b1-4ddc-9776-65f60d917962"" target=""_blank"">B-29 ROOT</a>",Boeing,22.0,31.9,1.8,JF XF,1.92,122,0.007,0.007,0.007
B-29 TIP,"<a href=""http://www.bigfoil.com/index.php?airfoil=2fb42a1f-8581-4d0a-ac06-247c69fb2b92"" target=""_blank"">B-29 TIP</a>",Boeing,9.0,31.9,2.2,JF XF,1.11,133,0.004,0.004,0.005
BAMBINO 6,"<a href=""http://www.bigfoil.com/index.php?airfoil=997d9518-4bc5-4c0d-add5-0d0351d1d280"" target=""_blank"">Bambino 6</a>",Uncategorized,12.0,37.7,3.0,JF XF,1.10,85,0.007,0.008,0.008
BC30,"<a href=""http://www.bigfoil.com/index.php?airfoil=71ce2294-4be3-4c8a-b4c1-94f6c115213b"" target=""_blank"">BC30</a>",Uncategorized,6.3,21.5,2.7,JF XF,1.19,67,0.012,0.010,0.011
BC50,"<a href=""http://www.bigfoil.com/index.php?airfoil=fa595c51-0c77-4c59-a169-e4a41abcc487"" target=""_blank"">BC50</a>",Uncategorized,7.2,23.1,2.6,JF XF,1.22,76,0.011,0.010,0.010
BC70,"<a href=""http://www.bigfoil.com/index.php?airfoil=15c84d22-be02-4cc9-8cbe-5a9a60410dd4"" target=""_blank"">BC70</a>",Uncategorized,7.9,24.7,2.5,JF XF,1.15,82,0.010,0.009,0.009
BE50 (ORIGINAL),"<a href=""http://www.bigfoil.com/index.php?airfoil=28841dcc-0ad7-4e25-857f-3662b603b546"" target=""_blank"">BE50 (original)</a>",Uncategorized,7.3,23.1,3.5,JF WT XF,1.44,109,0.008,0.009,0.008
BE50 (SMOOTHED),"<a href=""http://www.bigfoil.com/index.php?airfoil=b81efaec-61d0-4304-995d-67bd8b0ecb37"" target=""_blank"">BE50 (smoothed)</a>",Uncategorized,7.3,21.5,4.0,JF XF,1.36,115,0.008,0.008,0.009
BE5030FVNC2,"<a href=""http://www.bigfoil.com/index.php?airfoil=5e7bae83-1aee-4f0f-8a76-ed92b6aab489"" target=""_blank"">BE5030FVNC2</a>",Egglestone,5.0,18.4,2.9,JF XF,0.80,58,0.010,0.072,0.072
BE5045FVNC2,"<a href=""http://www.bigfoil.com/index.php?airfoil=e61f9eae-c1c8-4cd1-beeb-e658540f0231"" target=""_blank"">BE5045FVNC2</a>",Egglestone,5.0,18.4,4.4,JF XF,1.00,72,0.010,0.009,0.018
BE5655FVNC2,"<a href=""http://www.bigfoil.com/index.php?airfoil=ad79e0c9-e37c-4fc6-ab50-b0a614866e2d"" target=""_blank"">BE5655FVNC2</a>",Egglestone,5.6,18.4,5.4,JF XF,1.17,79,0.040,0.011,0.012
BE6568  6.5% T/C 7.5% CAMBER SUITABLE FOR F1A TOWLINE GLIDER CATEGORY,"<a href=""http://www.bigfoil.com/index.php?airfoil=71394639-876d-4055-b6c1-7ba95b1f5ce7"" target=""_blank"">BE6568  6.5% t/c 7.5% camber Suitable for F1A towline glider category</a>",Egglestone,6.5,17.0,6.5,JF XF,1.77,89,0.047,0.017,0.014
BE6699 (6.6% MAX T/C 9.9% MAX CAMBER) CLMAX 2.1 AT RE 100000 TRANSITION FREE,"<a href=""http://www.bigfoil.com/index.php?airfoil=907cdc55-6fb8-473a-a76e-bc2850503cc9"" target=""_blank"">BE6699 (6.6% max t/c 9.9% max camber) CLmax 2.1 at RE 100000 transition free</a>",Egglestone,6.6,17.0,9.6,JF XF,2.20,92,0.074,0.054,0.046
BELL 540 (MODIFIED NACA 0012),"<a href=""http://www.bigfoil.com/index.php?airfoil=143a6bdd-aafe-4e4b-b2c7-c9be2c32eaeb"" target=""_blank"">BELL 540 (MODIFIED NACA 0012)</a>",Uncategorized,9.7,23.1,0.0,JF XF,1.07,66,0.010,0.009,0.011
BERGEY BW-3 (SMOOTHED),"<a href=""http://www.bigfoil.com/index.php?airfoil=b5746f3a-a57c-42ae-bba8-3ffb0e68d84d"" target=""_blank"">Bergey BW-3 (smoothed)</a>",Uncategorized,5.0,7.8,5.6,JF WT XF,1.52,84,0.034,0.014,0.014
BOEING 103,"<a href=""http://www.bigfoil.com/index.php?airfoil=5759a8ea-1e32-4f6f-b67e-c97d484e776d"" target=""_blank"">BOEING 103</a>",Boeing,12.7,31.9,3.6,JF XF,1.84,124,0.008,0.007,0.007
BOEING 106,"<a href=""http://www.bigfoil.com/index.php?airfoil=87cb82df-164c-40a5-856d-7fc3fe712b88"" target=""_blank"">BOEING 106</a>",Boeing,13.1,31.9,3.3,JF XF,1.70,167,0.007,0.005,0.005
BOEING 707 .08 SPAN,"<a href=""http://www.bigfoil.com/index.php?airfoil=603359ea-1fb1-450a-a912-fd87f8710bbf"" target=""_blank"">BOEING 707 .08 SPAN</a>",Boeing,11.4,24.7,0.2,JF XF,1.02,100,0.008,0.009,0.009
BOEING 707 .19 SPAN,"<a href=""http://www.bigfoil.com/index.php?airfoil=f333ced0-9a56-47e4-8d31-be103d0d9baf"" target=""_blank"">BOEING 707 .19 SPAN</a>",Boeing,12.2,31.9,0.7,JF XF,1.12,89,0.008,0.007,0.008
BOEING 707 .40 SPAN,"<a href=""http://www.bigfoil.com/index.php?airfoil=1bbcec29-5ba4-4b51-a77b-ce12ebd8988c"" target=""_blank"">BOEING 707 .40 SPAN</a>",Boeing,9.7,33.8,1.9,JF XF,1.15,102,0.029,0.028,0.032
BOEING 707 .54 SPAN,"<a href=""http://www.bigfoil.com/index.php?airfoil=c178a7f0-481d-4c66-9d3d-6a7a6014425c"" target=""_blank"">BOEING 707 .54 SPAN</a>",Boeing,9.0,41.7,1.7,JF XF,1.08,100,0.006,0.007,0.031
BOEING 707 .99 SPAN,"<a href=""http://www.bigfoil.com/index.php?airfoil=ddd94e6d-f888-4ccf-b2d6-40fb941b122b"" target=""_blank"">BOEING 707 .99 SPAN</a>",Boeing,9.0,41.7,1.8,JF XF,1.01,94,0.028,0.009,0.095
BOEING 737 MIDSPAN,"<a href=""http://www.bigfoil.com/index.php?airfoil=ee5caa7e-02a5-4d7d-b0eb-77b0f8d4065d"" target=""_blank"">BOEING 737 MIDSPAN</a>",Boeing,10.0,37.7,1.4,JF XF,1.07,88,0.008,0.008,0.007
BOEING 737 MIDSPAN,"<a href=""http://www.bigfoil.com/index.php?airfoil=a81fa1c5-be10-464c-9b12-89828644262a"" target=""_blank"">BOEING 737 MIDSPAN</a>",Boeing,12.6,28.2,0.7,JF XF,1.49,106,0.006,0.007,0.008
BOEING 737 OUTBOARD,"<a href=""http://www.bigfoil.com/index.php?airfoil=d90c4dba-acb1-4fc5-b9d7-13a7855a6c39"" target=""_blank"">BOEING 737 OUTBOARD</a>",Boeing,10.8,39.7,1.6,JF XF,1.19,83,0.008,0.008,0.008
BOEING 737 ROOT,"<a href=""http://www.bigfoil.com/index.php?airfoil=ba924964-adcc-4acd-a033-af7aa96f6ac5"" target=""_blank"">BOEING 737 ROOT</a>",Boeing,15.4,19.9,0.2,JF XF,1.56,91,0.009,0.009,0.008
BOEING BACXXX,"<a href=""http://www.bigfoil.com/index.php?airfoil=174f29c7-fcd4-4231-acf2-dd0896e9eb87"" target=""_blank"">BOEING BACXXX</a>",Boeing,11.3,35.8,1.4,JF XF,1.25,93,0.007,0.007,0.008
BOEING J,"<a href=""http://www.bigfoil.com/index.php?airfoil=af66f1d4-3b64-4e28-83ad-b1d596bd8e4b"" target=""_blank"">BOEING J</a>",Boeing,10.1,39.7,1.7,JF XF,1.17,80,0.008,0.006,0.011
BOEING VERTOL V(1.95)3009-1.25,"<a href=""http://www.bigfoil.com/index.php?airfoil=0cee6908-bcc5-4406-93f8-a2c6c0a8917c"" target=""_blank"">BOEING VERTOL V(1.95)3009-1.25</a>",Boeing,9.0,30.1,1.3,JF XF,1.32,106,0.006,0.007,0.007
BOEING VERTOL V13006-.7,"<a href=""http://www.bigfoil.com/index.php?airfoil=f6589572-34d1-4a86-aeed-b30c1a524418"" target=""_blank"">BOEING VERTOL V13006-.7</a>",Boeing,6.0,30.1,0.9,JF XF,0.90,83,0.005,0.007,0.092
BOEING VERTOL V43012-1.58,"<a href=""http://www.bigfoil.com/index.php?airfoil=909ab560-88b5-437f-95eb-26de835a410d"" target=""_blank"">BOEING VERTOL V43012-1.58</a>",Boeing,12.0,30.1,3.7,JF XF,1.66,128,0.027,0.007,0.008
BOEING VERTOL V43015-2.48,"<a href=""http://www.bigfoil.com/index.php?airfoil=20623b84-50e6-441a-9e24-1a98ec009108"" target=""_blank"">BOEING VERTOL V43015-2.48</a>",Boeing,15.0,30.1,3.7,JF XF,1.80,137,0.008,0.007,0.006
BOEING-VERTOL V23010-1.58,"<a href=""http://www.bigfoil.com/index.php?airfoil=393689e5-6088-403e-bfea-fe54023314f3"" target=""_blank"">BOEING-VERTOL V23010-1.58</a>",Boeing,10.2,28.2,1.8,JF XF,1.37,132,0.006,0.005,0.005
BOEING-VERTOL VR-1,"<a href=""http://www.bigfoil.com/index.php?airfoil=e4c954f9-bb02-423e-81e3-c0b59eaaeb9a"" target=""_blank"">BOEING-VERTOL VR-1</a>",Boeing,11.0,35.8,1.5,JF XF,1.29,117,0.005,0.004,0.007
BOEING-VERTOL VR-11X,"<a href=""http://www.bigfoil.com/index.php?airfoil=0bab9f77-5f0d-4afd-a0ce-b3237bf6283f"" target=""_blank"">BOEING-VERTOL VR-11X</a>",Boeing,11.0,37.7,2.4,JF XF,1.45,77,0.009,0.009,0.010
BOEING-VERTOL VR-12,"<a href=""http://www.bigfoil.com/index.php?airfoil=f0b57a43-e843-47f7-9159-da285667cca1"" target=""_blank"">BOEING-VERTOL VR-12</a>",Boeing,10.6,33.8,2.3,JF XF,1.35,87,0.011,0.009,0.010
BOEING-VERTOL VR-13,"<a href=""http://www.bigfoil.com/index.php?airfoil=6dec0e52-3404-4f67-ac96-967ec03b2d4a"" target=""_blank"">BOEING-VERTOL VR-13</a>",Boeing,9.4,33.8,2.0,JF XF,1.24,102,0.010,0.008,0.009
BOEING-VERTOL VR-14,"<a href=""http://www.bigfoil.com/index.php?airfoil=746a8461-43ec-4eeb-960d-e5b9c3c7f9dc"" target=""_blank"">BOEING-VERTOL VR-14</a>",Boeing,8.0,33.8,1.7,JF XF,1.09,84,0.009,0.008,0.009
BOEING-VERTOL VR-15,"<a href=""http://www.bigfoil.com/index.php?airfoil=7f0fedbc-e7d5-4a57-94ed-ffb4f7bc676c"" target=""_blank"">BOEING-VERTOL VR-15</a>",Boeing,8.0,35.8,1.3,JF XF,1.06,76,0.008,0.008,0.009
BOEING-VERTOL VR-5,"<a href=""http://www.bigfoil.com/index.php?airfoil=ae0f99f3-8d80-47aa-a61d-3b51c1c581c6"" target=""_blank"">BOEING-VERTOL VR-5</a>",Boeing,12.0,35.8,3.4,JF XF,1.41,116,0.007,0.006,0.006
BOEING-VERTOL VR-7,"<a href=""http://www.bigfoil.com/index.php?airfoil=7ca8b053-8bd2-4a7f-8ab7-3c5b52db23d9"" target=""_blank"">BOEING-VERTOL VR-7</a>",Boeing,12.0,33.8,3.1,JF XF,1.48,179,0.006,0.006,0.005
BOEING-VERTOL VR-7 WITH TAB,"<a href=""http://www.bigfoil.com/index.php?airfoil=b4062c7c-6537-4caf-95ec-8291c8e166cd"" target=""_blank"">BOEING-VERTOL VR-7 WITH TAB</a>",Boeing,12.0,33.8,3.1,JF XF,1.44,69,0.011,0.011,0.011
BOEING-VERTOL VR-8,"<a href=""http://www.bigfoil.com/index.php?airfoil=7650d13a-4c04-4b2f-8aa5-ec3d12683f54"" target=""_blank"">BOEING-VERTOL VR-8</a>",Boeing,8.1,33.8,1.3,JF XF,0.80,17,0.025,0.030,0.124
BOEING-VERTOL VR-8 WITH TAB,"<a href=""http://www.bigfoil.com/index.php?airfoil=77ee8f2d-af27-4ac1-89d1-5b912a0c8ff6"" target=""_blank"">BOEING-VERTOL VR-8 WITH TAB</a>",Boeing,8.2,34.2,1.3,JF XF,0.79,14,0.030,0.035,0.129
BOEING-VERTOL VR-9,"<a href=""http://www.bigfoil.com/index.php?airfoil=1ebfb33a-1d28-4b1a-bcfa-020cb44a589e"" target=""_blank"">BOEING-VERTOL VR-9</a>",Boeing,6.1,33.8,0.3,JF XF,0.56,14,0.025,0.085,0.085
BORGE-B3,"<a href=""http://www.bigfoil.com/index.php?airfoil=3fc9e79c-92f4-4934-8a0f-672ab1b913c1"" target=""_blank"">Borge-b3</a>",Uncategorized,11.7,30.1,1.8,JF XF,1.30,108,0.005,0.006,0.007
CAL1215J,"<a href=""http://www.bigfoil.com/index.php?airfoil=d7f19ffc-03b9-4979-93e3-04bb060fbbdf"" target=""_blank"">CAL1215j</a>",Uncategorized,11.7,30.1,2.2,JF XF,1.28,145,0.007,0.006,0.006
CAL2263M,"<a href=""http://www.bigfoil.com/index.php?airfoil=85518a41-4468-4fe8-ab8d-c35e4ebb7658"" target=""_blank"">CAL2263m</a>",Uncategorized,11.7,31.9,3.6,JF XF,1.56,194,0.007,0.006,0.006
CAL4014L,"<a href=""http://www.bigfoil.com/index.php?airfoil=a9635aec-1c0d-4495-966c-d421df6d61d5"" target=""_blank"">CAL4014l</a>",Uncategorized,10.0,26.5,2.0,JF XF,1.49,327,0.002,0.002,0.002
CAP 21,"<a href=""http://www.bigfoil.com/index.php?airfoil=b2af58c8-4a22-485c-8749-b47ab7b9c000"" target=""_blank"">CAP 21</a>",Uncategorized,15.6,15.6,0.6,JF XF,1.94,581,0.003,0.003,0.003
CAST 10-2/DOA 2,"<a href=""http://www.bigfoil.com/index.php?airfoil=ed70b223-0e36-4b6d-a91d-d73434d70843"" target=""_blank"">CAST 10-2/DOA 2</a>",Uncategorized,12.2,43.8,1.5,JF XF,1.35,73,0.011,0.007,0.011
CB2012,"<a href=""http://www.bigfoil.com/index.php?airfoil=fb7f1e00-0e8a-4137-b654-e66aa1994f91"" target=""_blank"">CB2012</a>",Baron,12.0,30.1,2.0,JF XF,1.32,106,0.007,0.007,0.008
CB2195,"<a href=""http://www.bigfoil.com/index.php?airfoil=8a1cb7f3-1ce8-4f36-a186-7ab296f4e5c5"" target=""_blank"">CB2195</a>",Baron,9.5,33.8,2.1,JF XF,1.35,171,0.002,0.002,0.004
CB2195-25D,"<a href=""http://www.bigfoil.com/index.php?airfoil=da701009-b23b-4b81-8e0c-2ed30bdbd5cb"" target=""_blank"">CB2195-25d</a>",Baron,9.5,24.7,2.0,JF XF,1.26,108,0.006,0.007,0.007
CB2513,"<a href=""http://www.bigfoil.com/index.php?airfoil=93f49e5b-c73f-4bc8-b3a9-ad35377b50a7"" target=""_blank"">CB2513</a>",Baron,13.0,30.1,2.5,JF XF,1.46,137,0.007,0.007,0.007
CB2514,"<a href=""http://www.bigfoil.com/index.php?airfoil=0ae9c7fe-86c8-4c43-a6d6-6c877617cf05"" target=""_blank"">CB2514</a>",Baron,14.0,30.1,2.5,JF XF,1.53,113,0.007,0.007,0.008
CB2515,"<a href=""http://www.bigfoil.com/index.php?airfoil=c5c0871b-b113-4bbf-a6f6-29b5b92f69bd"" target=""_blank"">CB2515</a>",Baron,15.0,30.1,2.5,JF XF,1.61,162,0.007,0.007,0.008
CB3013,"<a href=""http://www.bigfoil.com/index.php?airfoil=086051d1-83f8-4d91-98d1-33e9c7e65f61"" target=""_blank"">CB3013</a>",Baron,13.0,30.1,3.0,JF XF,1.51,123,0.007,0.007,0.007
CB3512,"<a href=""http://www.bigfoil.com/index.php?airfoil=a54d2ace-4550-4f92-a7c8-34f5347dff95"" target=""_blank"">CB3512</a>",Baron,12.0,30.1,3.5,JF XF,1.49,117,0.008,0.007,0.007
CH10 (SMOOTHED),"<a href=""http://www.bigfoil.com/index.php?airfoil=8c6bf2c4-4159-4b03-969a-20ae45846e65"" target=""_blank"">CH10 (smoothed)</a>",Uncategorized,12.8,31.9,10.2,JF XF,2.34,231,0.065,0.044,0.024
CHEN,"<a href=""http://www.bigfoil.com/index.php?airfoil=66c97dee-ce58-441b-bfe3-f4ebcdcc1616"" target=""_blank"">CHEN</a>",Uncategorized,12.5,26.5,7.8,JF XF,1.81,190,0.030,0.016,0.009
CJ3209,"<a href=""http://www.bigfoil.com/index.php?airfoil=a0f7d9c3-cedc-4899-bbb5-fa8095edfe10"" target=""_blank"">CJ3209</a>",Uncategorized,9.4,26.5,2.0,JF XF,0.94,110,0.006,0.005,0.007
CLARK K,"<a href=""http://www.bigfoil.com/index.php?airfoil=34cff6bc-7f12-4da2-a9db-49762cb98833"" target=""_blank"">CLARK K</a>",Clark,11.7,30.1,3.3,JF XF,1.70,138,0.007,0.007,0.007
CLARK V,"<a href=""http://www.bigfoil.com/index.php?airfoil=3356adaf-7b4c-4ea7-abc3-64313468e848"" target=""_blank"">CLARK V</a>",Clark,11.7,33.8,3.4,JF XF,1.66,128,0.007,0.006,0.007
CLARK W,"<a href=""http://www.bigfoil.com/index.php?airfoil=577eb951-284b-45bb-bd2a-ca58122c5d80"" target=""_blank"">CLARK W</a>",Clark,11.3,26.5,3.8,JF XF,1.69,143,0.007,0.006,0.007
CLARK X,"<a href=""http://www.bigfoil.com/index.php?airfoil=f7c30780-9e66-4ba6-8e67-61e4a7d67817"" target=""_blank"">CLARK X</a>",Clark,11.7,30.1,3.3,JF XF,1.58,133,0.007,0.006,0.006
CLARK Y,"<a href=""http://www.bigfoil.com/index.php?airfoil=afa015f1-ed85-42c4-84ee-3490b2b87f76"" target=""_blank"">CLARK Y</a>",Clark,11.7,28.2,3.4,JF WT XF,1.52,118,0.009,0.009,0.008
CLARK YH,"<a href=""http://www.bigfoil.com/index.php?airfoil=8bc4bf41-a5ed-4a48-9fe6-84f590cf0cb6"" target=""_blank"">CLARK YH</a>",Clark,11.9,30.1,1.9,JF XF,1.46,99,0.007,0.008,0.007
CLARK YM-15,"<a href=""http://www.bigfoil.com/index.php?airfoil=0016cd9a-e996-4951-8d93-ab0f97cf43d5"" target=""_blank"">CLARK YM-15</a>",Clark,15.0,30.1,3.6,JF XF,1.93,144,0.008,0.007,0.007
CLARK YM-18,"<a href=""http://www.bigfoil.com/index.php?airfoil=546cdeb8-3897-438a-9716-d8c323c2ecb6"" target=""_blank"">CLARK YM-18</a>",Clark,18.0,30.1,3.6,JF XF,2.17,139,0.008,0.008,0.009
CLARK YS,"<a href=""http://www.bigfoil.com/index.php?airfoil=009b8df6-de43-4fd4-b227-6b5a127f28ce"" target=""_blank"">CLARK YS</a>",Clark,11.7,30.1,2.3,JF XF,1.34,116,0.004,0.005,0.006
CLARK Z,"<a href=""http://www.bigfoil.com/index.php?airfoil=82053092-f1cc-405f-94c3-9ac1514c31a3"" target=""_blank"">CLARK Z</a>",Clark,11.7,30.1,4.1,JF XF,1.82,147,0.008,0.008,0.007
CLARK-Y 11.7% SMOOTHED,"<a href=""http://www.bigfoil.com/index.php?airfoil=090ce5f0-cfa3-4fa2-97ec-a6eac273d4f7"" target=""_blank"">CLARK-Y 11.7% smoothed</a>",Clark,11.7,30.1,3.5,JF XF,1.62,183,0.006,0.006,0.006
COANDA 1,"<a href=""http://www.bigfoil.com/index.php?airfoil=6fe1e831-31f4-456d-91d6-24a4247eeaeb"" target=""_blank"">Coanda 1</a>",Uncategorized,5.7,31.9,2.8,JF XF,1.11,121,0.005,0.006,0.006
COANDA 2,"<a href=""http://www.bigfoil.com/index.php?airfoil=9c4fada4-28da-4fd2-b753-703dc498800e"" target=""_blank"">Coanda 2</a>",Uncategorized,6.0,26.5,2.6,JF XF,1.13,126,0.006,0.006,0.006
COANDA 3,"<a href=""http://www.bigfoil.com/index.php?airfoil=d130c340-1eac-4b01-a63c-f3ed19d2ff6f"" target=""_blank"">Coanda 3</a>",Uncategorized,7.0,35.8,2.5,JF XF,1.20,146,0.005,0.006,0.006
CODY ROBERTSON CR 001 R/C HAND-LAUNCH LOW REYNOLDS NUMBER AIRFOIL (SMOOTHED),"<a href=""http://www.bigfoil.com/index.php?airfoil=32473f03-0c6a-4e73-a68d-2895d4b0a5ca"" target=""_blank"">Cody Robertson CR 001 R/C hand-launch low Reynolds number airfoil (smoothed)</a>",Uncategorized,7.3,26.5,4.1,JF WT XF,1.38,144,0.006,0.007,0.006
CRISTAL_CB85_15_7,"<a href=""http://www.bigfoil.com/index.php?airfoil=30f86254-e4ad-4288-bb8a-0b2b7e2d3f62"" target=""_blank"">cristal_cb85_15_7</a>",Uncategorized,15.7,39.7,3.5,JF XF,1.55,169,0.007,0.005,0.004
CURTIS C-72,"<a href=""http://www.bigfoil.com/index.php?airfoil=d77d4f3a-6522-4a19-b25b-bfdbfe74a24c"" target=""_blank"">Curtis C-72</a>",Uncategorized,11.7,28.3,2.4,JF XF,1.72,156,0.007,0.006,0.007
CURTIS CR-1,"<a href=""http://www.bigfoil.com/index.php?airfoil=19d906c7-c3c0-42bf-bd55-ef4b7bcc3a4e"" target=""_blank"">CURTIS CR-1</a>",Uncategorized,12.2,24.7,4.7,JF XF,1.72,156,0.007,0.007,0.007
CYRANO II P-30,"<a href=""http://www.bigfoil.com/index.php?airfoil=fcb869a2-806a-4c3a-9f19-1acac905ff68"" target=""_blank"">Cyrano II P-30</a>",Uncategorized,7.1,33.8,2.1,JF XF,0.94,58,0.006,0.007,0.011
D.G.A. 1138,"<a href=""http://www.bigfoil.com/index.php?airfoil=3f0e281f-2d10-4dce-82ed-4ea100ec7ddb"" target=""_blank"">D.G.A. 1138</a>",Uncategorized,6.9,35.8,2.1,JF XF,1.20,75,0.012,0.011,0.012
D6213-S,"<a href=""http://www.bigfoil.com/index.php?airfoil=6377fa34-1370-4e35-be36-4514d241df70"" target=""_blank"">D6213-S</a>",Ayers,6.2,26.5,1.3,JF XF,0.91,91,0.005,0.005,0.094
D6214-S,"<a href=""http://www.bigfoil.com/index.php?airfoil=906b3215-cefa-43d1-a066-1e3f63d767e1"" target=""_blank"">D6214-S</a>",Ayers,6.2,26.5,1.4,JF XF,0.91,91,0.005,0.005,0.101
D6515-S,"<a href=""http://www.bigfoil.com/index.php?airfoil=fbf80a3e-d4b0-4949-b4c4-22a87ab72359"" target=""_blank"">D6515-S</a>",Ayers,6.6,26.5,1.5,JF XF,0.84,92,0.005,0.005,0.077
D6516-S,"<a href=""http://www.bigfoil.com/index.php?airfoil=48b39dba-e5db-41cf-af24-031d51b8081d"" target=""_blank"">D6516-S</a>",Ayers,6.5,26.5,1.6,JF XF,0.94,98,0.005,0.005,0.098
D7016-S,"<a href=""http://www.bigfoil.com/index.php?airfoil=a1235579-b943-46ad-b010-b1be8829cc62"" target=""_blank"">D7016-S</a>",Ayers,7.1,26.5,1.6,JF XF,0.97,98,0.006,0.005,0.099
D7017-S,"<a href=""http://www.bigfoil.com/index.php?airfoil=9c575c85-dd5a-435b-a182-76db97d5d6de"" target=""_blank"">D7017-S</a>",Ayers,7.1,28.2,1.7,JF XF,0.89,94,0.007,0.006,0.020
D7517-S,"<a href=""http://www.bigfoil.com/index.php?airfoil=f43fc455-c997-44b3-ae23-acff99f09530"" target=""_blank"">D7517-S</a>",Ayers,7.5,26.5,1.7,JF XF,1.04,100,0.006,0.005,0.006
